Statistic Label,Census Year,Garda District,Age,Sex,UNIT, VALUE 
Population,2011,Coolock,Age 4,Males,Number," 1,028 "
Population,2011,Coolock,Age 4,Females,Number, 966 
Population,2011,Coolock,Age 5,Males,Number, 982 
Population,2011,Coolock,Age 5,Females,Number, 929 
Population,2011,Coolock,Age 6,Males,Number, 982 
Population,2011,Coolock,Age 6,Females,Number, 908 
Population,2011,Coolock,Age 7,Males,Number, 933 
Population,2011,Coolock,Age 7,Females,Number, 928 
Population,2011,Coolock,Age 8,Males,Number, 995 
Population,2011,Coolock,Age 8,Females,Number, 886 
Population,2011,Coolock,Age 9,Males,Number, 898 
Population,2011,Coolock,Age 9,Females,Number, 867 
Population,2011,Coolock,Age 10,Males,Number, 896 
Population,2011,Coolock,Age 10,Females,Number, 897 
Population,2011,Coolock,Age 11,Males,Number, 866 
Population,2011,Coolock,Age 11,Females,Number, 836 
Population,2011,Coolock,Age 12,Males,Number, 945 
Population,2011,Coolock,Age 12,Females,Number, 803 
Population,2011,Coolock,Age 13,Males,Number, 897 
Population,2011,Coolock,Age 13,Females,Number, 819 
Population,2011,Coolock,Age 14,Males,Number, 903 
Population,2011,Coolock,Age 14,Females,Number, 827 
Population,2011,Coolock,Age 15,Males,Number, 866 
Population,2011,Coolock,Age 15,Females,Number, 822 
Population,2011,Coolock,Age 16,Males,Number, 816 
Population,2011,Coolock,Age 16,Females,Number, 821 
Population,2011,Coolock,Age 17,Males,Number, 859 
Population,2011,Coolock,Age 17,Females,Number, 806 
Population,2011,Coolock,Age 18,Males,Number, 838 
Population,2011,Coolock,Age 18,Females,Number, 777 
Population,2011,Coolock,Age 19,Males,Number, 887 
Population,2011,Coolock,Age 19,Females,Number, 849 
Population,2011,Coolock,Age 20-24,Males,Number," 4,342 "
Population,2011,Coolock,Age 20-24,Females,Number," 4,414 "
Population,2011,Coolock,Age 25-29,Males,Number," 5,178 "
Population,2011,Coolock,Age 25-29,Females,Number," 5,832 "
Population,2011,Coolock,Age 30-34,Males,Number," 6,273 "
Population,2011,Coolock,Age 30-34,Females,Number," 6,609 "
Population,2011,Coolock,Age 35-39,Males,Number," 5,617 "
Population,2011,Coolock,Age 35-39,Females,Number," 5,823 "
Population,2011,Coolock,Age 40-44,Males,Number," 4,912 "
Population,2011,Coolock,Age 40-44,Females,Number," 5,262 "
Population,2011,Coolock,Age 45-49,Males,Number," 4,393 "
Population,2011,Coolock,Age 45-49,Females,Number," 4,827 "
Population,2011,Coolock,Age 50-54,Males,Number," 3,630 "
Population,2011,Coolock,Age 50-54,Females,Number," 3,825 "
Population,2011,Coolock,Age 55-59,Males,Number," 2,945 "
Population,2011,Coolock,Age 55-59,Females,Number," 3,235 "
Population,2011,Coolock,Age 60-64,Males,Number," 2,813 "
Population,2011,Coolock,Age 60-64,Females,Number," 3,081 "
Population,2011,Coolock,Age 65-69,Males,Number," 2,379 "
Population,2011,Coolock,Age 65-69,Females,Number," 2,625 "
Population,2011,Coolock,Age 70-74,Males,Number," 1,770 "
Population,2011,Coolock,Age 70-74,Females,Number," 1,876 "
Population,2011,Coolock,Age 75-79,Males,Number," 1,024 "
Population,2011,Coolock,Age 75-79,Females,Number," 1,207 "
Population,2011,Coolock,Age 80-84,Males,Number, 438 
Population,2011,Coolock,Age 80-84,Females,Number, 715 
Population,2011,Coolock,Age 85 and over,Males,Number, 240 
Population,2011,Coolock,Age 85 and over,Females,Number, 578 
Population,2011,Raheny,Age 0,Males,Number, 469 
Population,2011,Raheny,Age 0,Females,Number, 511 
Population,2011,Raheny,Age 1,Males,Number, 528 
Population,2011,Raheny,Age 1,Females,Number, 465 
Population,2011,Raheny,Age 2,Males,Number, 524 
Population,2011,Raheny,Age 2,Females,Number, 511 
Population,2011,Raheny,Age 3,Males,Number, 489 
Population,2011,Raheny,Age 3,Females,Number, 462 
Population,2011,Raheny,Age 4,Males,Number, 452 
Population,2011,Raheny,Age 4,Females,Number, 473 
Population,2011,Raheny,Age 5,Males,Number, 467 
Population,2011,Raheny,Age 5,Females,Number, 416 
Population,2011,Raheny,Age 6,Males,Number, 472 
Population,2011,Raheny,Age 6,Females,Number, 435 
Population,2011,Raheny,Age 7,Males,Number, 433 
Population,2011,Raheny,Age 7,Females,Number, 449 
Population,2011,Raheny,Age 8,Males,Number, 436 
Population,2011,Raheny,Age 8,Females,Number, 451 
Population,2011,Raheny,Age 9,Males,Number, 425 
Population,2011,Raheny,Age 9,Females,Number, 446 
Population,2011,Raheny,Age 10,Males,Number, 482 
Population,2011,Raheny,Age 10,Females,Number, 451 
Population,2011,Raheny,Age 11,Males,Number, 486 
Population,2011,Raheny,Age 11,Females,Number, 458 
Population,2011,Raheny,Age 12,Males,Number, 490 
Population,2011,Raheny,Age 12,Females,Number, 458 
Population,2011,Raheny,Age 13,Males,Number, 487 
Population,2011,Raheny,Age 13,Females,Number, 473 
Population,2011,Raheny,Age 14,Males,Number, 473 
Population,2011,Raheny,Age 14,Females,Number, 427 
Population,2011,Raheny,Age 15,Males,Number, 490 
Population,2011,Raheny,Age 15,Females,Number, 461 
Population,2011,Raheny,Age 16,Males,Number, 496 
Population,2011,Raheny,Age 16,Females,Number, 450 
Population,2011,Raheny,Age 17,Males,Number, 532 
Population,2011,Raheny,Age 17,Females,Number, 484 
Population,2011,Raheny,Age 18,Males,Number, 523 
Population,2011,Raheny,Age 18,Females,Number, 514 
Population,2011,Raheny,Age 19,Males,Number, 551 
Population,2011,Raheny,Age 19,Females,Number, 521 
Population,2011,Raheny,Age 20-24,Males,Number," 2,587 "
Population,2011,Raheny,Age 20-24,Females,Number," 2,593 "
Population,2011,Raheny,Age 25-29,Males,Number," 2,817 "
Population,2011,Raheny,Age 25-29,Females,Number," 3,091 "
Population,2011,Raheny,Age 30-34,Males,Number," 3,023 "
Population,2011,Raheny,Age 30-34,Females,Number," 3,206 "
Population,2011,Raheny,Age 35-39,Males,Number," 2,809 "
Population,2011,Raheny,Age 35-39,Females,Number," 2,975 "
Population,2011,Raheny,Age 40-44,Males,Number," 2,683 "
Population,2011,Raheny,Age 40-44,Females,Number," 2,912 "
Population,2011,Raheny,Age 45-49,Males,Number," 2,834 "
Population,2011,Raheny,Age 45-49,Females,Number," 3,170 "
Population,2011,Raheny,Age 50-54,Males,Number," 2,669 "
Population,2011,Raheny,Age 50-54,Females,Number," 2,856 "
Population,2011,Raheny,Age 55-59,Males,Number," 2,319 "
Population,2011,Raheny,Age 55-59,Females,Number," 2,566 "
Population,2011,Raheny,Age 60-64,Males,Number," 2,151 "
Population,2011,Raheny,Age 60-64,Females,Number," 2,459 "
Population,2011,Raheny,Age 65-69,Males,Number," 1,949 "
Population,2011,Raheny,Age 65-69,Females,Number," 2,228 "
Population,2011,Raheny,Age 70-74,Males,Number," 1,516 "
Population,2011,Raheny,Age 70-74,Females,Number," 1,952 "
Population,2011,Raheny,Age 75-79,Males,Number," 1,275 "
Population,2011,Raheny,Age 75-79,Females,Number," 1,744 "
Population,2011,Raheny,Age 80-84,Males,Number, 823 
Population,2011,Raheny,Age 80-84,Females,Number," 1,293 "
Population,2011,Raheny,Age 85 and over,Males,Number, 524 
Population,2011,Raheny,Age 85 and over,Females,Number," 1,119 "
Population,2011,Blanchardstown,Age 0,Males,Number," 1,657 "
Population,2011,Blanchardstown,Age 0,Females,Number," 1,588 "
Population,2011,Blanchardstown,Age 1,Males,Number," 1,687 "
Population,2011,Blanchardstown,Age 1,Females,Number," 1,536 "
Population,2011,Blanchardstown,Age 2,Males,Number," 1,541 "
Population,2011,Blanchardstown,Age 2,Females,Number," 1,499 "
Population,2011,Blanchardstown,Age 3,Males,Number," 1,540 "
Population,2011,Blanchardstown,Age 3,Females,Number," 1,451 "
Population,2011,Blanchardstown,Age 4,Males,Number," 1,357 "
Population,2011,Blanchardstown,Age 4,Females,Number," 1,287 "
Population,2011,Blanchardstown,Age 5,Males,Number," 1,220 "
Population,2011,Blanchardstown,Age 5,Females,Number," 1,243 "
Population,2011,Blanchardstown,Age 6,Males,Number," 1,306 "
Population,2011,Blanchardstown,Age 6,Females,Number," 1,186 "
Population,2011,Blanchardstown,Age 7,Males,Number," 1,267 "
Population,2011,Blanchardstown,Age 7,Females,Number," 1,215 "
Population,2011,Blanchardstown,Age 8,Males,Number," 1,323 "
Population,2011,Blanchardstown,Age 8,Females,Number," 1,289 "
Population,2011,Blanchardstown,Age 9,Males,Number," 1,193 "
Population,2011,Blanchardstown,Age 9,Females,Number," 1,169 "
Population,2011,Blanchardstown,Age 10,Males,Number," 1,108 "
Population,2011,Blanchardstown,Age 10,Females,Number," 1,071 "
Population,2011,Blanchardstown,Age 11,Males,Number," 1,115 "
Population,2011,Blanchardstown,Age 11,Females,Number, 999 
Population,2011,Blanchardstown,Age 12,Males,Number," 1,091 "
Population,2011,Blanchardstown,Age 12,Females,Number, 988 
Population,2011,Blanchardstown,Age 13,Males,Number," 1,039 "
Population,2011,Blanchardstown,Age 13,Females,Number," 1,002 "
Population,2011,Blanchardstown,Age 14,Males,Number, 968 
Population,2011,Blanchardstown,Age 14,Females,Number, 913 
Population,2011,Blanchardstown,Age 15,Males,Number, 948 
Population,2011,Blanchardstown,Age 15,Females,Number, 870 
Population,2011,Blanchardstown,Age 16,Males,Number, 925 
Population,2011,Blanchardstown,Age 16,Females,Number, 910 
Population,2011,Blanchardstown,Age 17,Males,Number, 944 
Population,2011,Blanchardstown,Age 17,Females,Number, 883 
Population,2011,Blanchardstown,Age 18,Males,Number, 955 
Population,2011,Blanchardstown,Age 18,Females,Number, 894 
Population,2011,Blanchardstown,Age 19,Males,Number, 979 
Population,2011,Blanchardstown,Age 19,Females,Number, 975 
Population,2011,Blanchardstown,Age 20-24,Males,Number," 5,039 "
Population,2011,Blanchardstown,Age 20-24,Females,Number," 5,535 "
Population,2011,Blanchardstown,Age 25-29,Males,Number," 7,106 "
Population,2011,Blanchardstown,Age 25-29,Females,Number," 8,306 "
Population,2011,Blanchardstown,Age 30-34,Males,Number," 8,453 "
Population,2011,Blanchardstown,Age 30-34,Females,Number," 9,082 "
Population,2011,Blanchardstown,Age 35-39,Males,Number," 7,498 "
Population,2011,Blanchardstown,Age 35-39,Females,Number," 7,581 "
Population,2011,Blanchardstown,Age 40-44,Males,Number," 5,827 "
Population,2011,Blanchardstown,Age 40-44,Females,Number," 5,827 "
Population,2011,Blanchardstown,Age 45-49,Males,Number," 4,665 "
Population,2011,Blanchardstown,Age 45-49,Females,Number," 4,840 "
Population,2011,Blanchardstown,Age 50-54,Males,Number," 4,049 "
Population,2011,Blanchardstown,Age 50-54,Females,Number," 4,419 "
Population,2011,Blanchardstown,Age 55-59,Males,Number," 3,365 "
Population,2011,Blanchardstown,Age 55-59,Females,Number," 3,724 "
Population,2011,Blanchardstown,Age 60-64,Males,Number," 2,727 "
Population,2011,Blanchardstown,Age 60-64,Females,Number," 2,996 "
Population,2011,Blanchardstown,Age 65-69,Males,Number," 1,846 "
Population,2011,Blanchardstown,Age 65-69,Females,Number," 2,183 "
Population,2011,Blanchardstown,Age 70-74,Males,Number," 1,456 "
Population,2011,Blanchardstown,Age 70-74,Females,Number," 1,779 "
Population,2011,Blanchardstown,Age 75-79,Males,Number," 1,021 "
Population,2011,Blanchardstown,Age 75-79,Females,Number," 1,442 "
Population,2011,Blanchardstown,Age 80-84,Males,Number, 628 
Population,2011,Blanchardstown,Age 80-84,Females,Number," 1,045 "
Population,2011,Blanchardstown,Age 85 and over,Males,Number, 423 
Population,2011,Blanchardstown,Age 85 and over,Females,Number, 981 
Population,2011,Lucan,Age 0,Males,Number, 645 
Population,2011,Lucan,Age 0,Females,Number, 687 
Population,2011,Lucan,Age 1,Males,Number, 763 
Population,2011,Lucan,Age 1,Females,Number, 701 
Population,2011,Lucan,Age 2,Males,Number, 683 
Population,2011,Lucan,Age 2,Females,Number, 650 
Population,2011,Lucan,Age 3,Males,Number, 696 
Population,2011,Lucan,Age 3,Females,Number, 658 
Population,2011,Lucan,Age 4,Males,Number, 652 
Population,2011,Lucan,Age 4,Females,Number, 650 
Population,2011,Lucan,Age 5,Males,Number, 618 
Population,2011,Lucan,Age 5,Females,Number, 558 
Population,2011,Lucan,Age 6,Males,Number, 650 
Population,2011,Lucan,Age 6,Females,Number, 628 
Population,2011,Lucan,Age 7,Males,Number, 614 
Population,2011,Lucan,Age 7,Females,Number, 602 
Population,2011,Lucan,Age 8,Males,Number, 625 
Population,2011,Lucan,Age 8,Females,Number, 639 
Population,2011,Lucan,Age 9,Males,Number, 601 
Population,2011,Lucan,Age 9,Females,Number, 553 
Population,2011,Lucan,Age 10,Males,Number, 580 
Population,2011,Lucan,Age 10,Females,Number, 512 
Population,2011,Lucan,Age 11,Males,Number, 516 
Population,2011,Lucan,Age 11,Females,Number, 486 
Population,2011,Lucan,Age 12,Males,Number, 550 
Population,2011,Lucan,Age 12,Females,Number, 487 
Population,2011,Lucan,Age 13,Males,Number, 499 
Population,2011,Lucan,Age 13,Females,Number, 500 
Population,2011,Lucan,Age 14,Males,Number, 492 
Population,2011,Lucan,Age 14,Females,Number, 466 
Population,2011,Lucan,Age 15,Males,Number, 478 
Population,2011,Lucan,Age 15,Females,Number, 425 
Population,2011,Lucan,Age 16,Males,Number, 472 
Population,2011,Lucan,Age 16,Females,Number, 443 
Population,2011,Lucan,Age 17,Males,Number, 452 
Population,2011,Lucan,Age 17,Females,Number, 417 
Population,2011,Lucan,Age 18,Males,Number, 412 
Population,2011,Lucan,Age 18,Females,Number, 398 
Population,2011,Lucan,Age 19,Males,Number, 404 
Population,2011,Lucan,Age 19,Females,Number, 397 
Population,2011,Lucan,Age 20-24,Males,Number," 2,264 "
Population,2011,Lucan,Age 20-24,Females,Number," 2,178 "
Population,2011,Lucan,Age 25-29,Males,Number," 2,830 "
Population,2011,Lucan,Age 25-29,Females,Number," 3,013 "
Population,2011,Lucan,Age 30-34,Males,Number," 3,384 "
Population,2011,Lucan,Age 30-34,Females,Number," 3,595 "
Population,2011,Lucan,Age 35-39,Males,Number," 3,247 "
Population,2011,Lucan,Age 35-39,Females,Number," 3,263 "
Population,2011,Lucan,Age 40-44,Males,Number," 2,670 "
Population,2011,Lucan,Age 40-44,Females,Number," 2,613 "
Population,2011,Lucan,Age 45-49,Males,Number," 2,062 "
Population,2011,Lucan,Age 45-49,Females,Number," 2,132 "
Population,2011,Lucan,Age 50-54,Males,Number," 1,601 "
Population,2011,Lucan,Age 50-54,Females,Number," 1,693 "
Population,2011,Lucan,Age 55-59,Males,Number," 1,282 "
Population,2011,Lucan,Age 55-59,Females,Number," 1,388 "
Population,2011,Lucan,Age 60-64,Males,Number," 1,104 "
Population,2011,Lucan,Age 60-64,Females,Number," 1,211 "
Population,2011,Lucan,Age 65-69,Males,Number, 678 
Population,2011,Lucan,Age 65-69,Females,Number, 693 
Population,2011,Lucan,Age 70-74,Males,Number, 432 
Population,2011,Lucan,Age 70-74,Females,Number, 472 
Population,2011,Lucan,Age 75-79,Males,Number, 228 
Population,2011,Lucan,Age 75-79,Females,Number, 274 
Population,2011,Lucan,Age 80-84,Males,Number, 111 
Population,2011,Lucan,Age 80-84,Females,Number, 198 
Population,2011,Lucan,Age 85 and over,Males,Number, 67 
Population,2011,Lucan,Age 85 and over,Females,Number, 188 
Population,2011,Clondalkin,Age 0,Males,Number, 638 
Population,2011,Clondalkin,Age 0,Females,Number, 616 
Population,2011,Clondalkin,Age 1,Males,Number, 626 
Population,2011,Clondalkin,Age 1,Females,Number, 579 
Population,2011,Clondalkin,Age 2,Males,Number, 593 
Population,2011,Clondalkin,Age 2,Females,Number, 545 
Population,2011,Clondalkin,Age 3,Males,Number, 582 
Population,2011,Clondalkin,Age 3,Females,Number, 566 
Population,2011,Clondalkin,Age 4,Males,Number, 551 
Population,2011,Clondalkin,Age 4,Females,Number, 506 
Population,2011,Clondalkin,Age 5,Males,Number, 501 
Population,2011,Clondalkin,Age 5,Females,Number, 468 
Population,2011,Clondalkin,Age 6,Males,Number, 484 
Population,2011,Clondalkin,Age 6,Females,Number, 479 
Population,2011,Clondalkin,Age 7,Males,Number, 474 
Population,2011,Clondalkin,Age 7,Females,Number, 432 
Population,2011,Clondalkin,Age 8,Males,Number, 500 
Population,2011,Clondalkin,Age 8,Females,Number, 455 
Population,2011,Clondalkin,Age 9,Males,Number, 459 
Population,2011,Clondalkin,Age 9,Females,Number, 447 
Population,2011,Clondalkin,Age 10,Males,Number, 460 
Population,2011,Clondalkin,Age 10,Females,Number, 494 
Population,2011,Clondalkin,Age 11,Males,Number, 443 
Population,2011,Clondalkin,Age 11,Females,Number, 430 
Population,2011,Clondalkin,Age 12,Males,Number, 467 
Population,2011,Clondalkin,Age 12,Females,Number, 416 
Population,2011,Clondalkin,Age 13,Males,Number, 446 
Population,2011,Clondalkin,Age 13,Females,Number, 401 
Population,2011,Clondalkin,Age 14,Males,Number, 453 
Population,2011,Clondalkin,Age 14,Females,Number, 432 
Population,2011,Clondalkin,Age 15,Males,Number, 425 
Population,2011,Clondalkin,Age 15,Females,Number, 432 
Population,2011,Clondalkin,Age 16,Males,Number, 404 
Population,2011,Clondalkin,Age 16,Females,Number, 417 
Population,2011,Clondalkin,Age 17,Males,Number, 387 
Population,2011,Clondalkin,Age 17,Females,Number, 379 
Population,2011,Clondalkin,Age 18,Males,Number, 426 
Population,2011,Clondalkin,Age 18,Females,Number, 428 
Population,2011,Clondalkin,Age 19,Males,Number, 455 
Population,2011,Clondalkin,Age 19,Females,Number, 472 
Population,2011,Clondalkin,Age 20-24,Males,Number," 2,440 "
Population,2011,Clondalkin,Age 20-24,Females,Number," 2,626 "
Population,2011,Clondalkin,Age 25-29,Males,Number," 3,317 "
Population,2011,Clondalkin,Age 25-29,Females,Number," 3,693 "
Population,2011,Clondalkin,Age 30-34,Males,Number," 3,443 "
Population,2011,Clondalkin,Age 30-34,Females,Number," 3,551 "
Population,2011,Clondalkin,Age 35-39,Males,Number," 2,821 "
Population,2011,Clondalkin,Age 35-39,Females,Number," 2,825 "
Population,2011,Clondalkin,Age 40-44,Males,Number," 2,431 "
Population,2011,Clondalkin,Age 40-44,Females,Number," 2,310 "
Population,2011,Clondalkin,Age 45-49,Males,Number," 2,222 "
Population,2011,Clondalkin,Age 45-49,Females,Number," 2,351 "
Population,2011,Clondalkin,Age 50-54,Males,Number," 2,101 "
Population,2011,Clondalkin,Age 50-54,Females,Number," 2,284 "
Population,2011,Clondalkin,Age 55-59,Males,Number," 1,917 "
Population,2011,Clondalkin,Age 55-59,Females,Number," 2,023 "
Population,2011,Clondalkin,Age 60-64,Males,Number," 1,594 "
Population,2011,Clondalkin,Age 60-64,Females,Number," 1,544 "
Population,2011,Clondalkin,Age 65-69,Males,Number," 1,009 "
Population,2011,Clondalkin,Age 65-69,Females,Number," 1,104 "
Population,2011,Clondalkin,Age 70-74,Males,Number, 817 
Population,2011,Clondalkin,Age 70-74,Females,Number," 1,004 "
Population,2011,Clondalkin,Age 75-79,Males,Number, 570 
Population,2011,Clondalkin,Age 75-79,Females,Number, 756 
Population,2011,Clondalkin,Age 80-84,Males,Number, 361 
