Statistic Label,Electoral Division,Year,UNIT, VALUE ,Electoral Division Name,,,
Household median gross income,"157 Ushers F, Dublin City",2016,Euro,"54,596.00",USHERS F,1,DUBLIN CITY,DUBLIN
Household median gross income,"158 Walkinstown A, Dublin City",2016,Euro,"46,842.00",WALKINSTOWN A,1,DUBLIN CITY,DUBLIN
Household median gross income,"159 Walkinstown B, Dublin City",2016,Euro,"43,510.00",WALKINSTOWN B,1,DUBLIN CITY,DUBLIN
Household median gross income,"160 Walkinstown C, Dublin City",2016,Euro,"41,360.00",WALKINSTOWN C,1,DUBLIN CITY,DUBLIN
Household median gross income,"161 Wood Quay A, Dublin City",2016,Euro,"25,627.00",WOOD QUAY A,1,DUBLIN CITY,DUBLIN
Household median gross income,"162 Wood Quay B, Dublin City",2016,Euro,"41,864.00",WOOD QUAY B,1,DUBLIN CITY,DUBLIN
Household median gross income,"001 Ballinascorney, South Dublin",2016,Euro,"41,878.00",BALLINASCORNEY,1,SOUTH DUBLIN,DUBLIN
Household median gross income,"002 Ballyboden, South Dublin",2016,Euro,"76,162.00",BALLYBODEN,1,SOUTH DUBLIN,DUBLIN
Household median gross income,"003 Bohernabreena, South Dublin",2016,Euro,"58,160.00",BOHERNABREENA,1,SOUTH DUBLIN,DUBLIN
Household median gross income,"004 Clondalkin-Ballymount, South Dublin",2016,Euro,"58,067.00",CLONDALKIN-BALLYMOUNT,1,SOUTH DUBLIN,DUBLIN
Household median gross income,"005 Clondalkin-Cappaghmore, South Dublin",2016,Euro,"33,283.00",CLONDALKIN-CAPPAGHMORE,1,SOUTH DUBLIN,DUBLIN
Household median gross income,"006 Clondalkin-Dunawley, South Dublin",2016,Euro,"40,346.00",CLONDALKIN-DUNAWLEY,1,SOUTH DUBLIN,DUBLIN
Household median gross income,"007 Clondalkin-Monastery, South Dublin",2016,Euro,"49,997.00",CLONDALKIN-MONASTERY,1,SOUTH DUBLIN,DUBLIN
Household median gross income,"008 Clondalkin-Moorfield, South Dublin",2016,Euro,"42,220.00",CLONDALKIN-MOORFIELD,1,SOUTH DUBLIN,DUBLIN
Household median gross income,"009 Clondalkin-Rowlagh, South Dublin",2016,Euro,"38,089.00",CLONDALKIN-ROWLAGH,1,SOUTH DUBLIN,DUBLIN
Household median gross income,"010 Clondalkin Village, South Dublin",2016,Euro,"48,837.00",CLONDALKIN VILLAGE,1,SOUTH DUBLIN,DUBLIN
Household median gross income,"011 Edmondstown, South Dublin",2016,Euro,"57,632.00",EDMONDSTOWN,1,SOUTH DUBLIN,DUBLIN
Household median gross income,"012 Firhouse-Ballycullen, South Dublin",2016,Euro,"81,556.00",FIRHOUSE-BALLYCULLEN,1,SOUTH DUBLIN,DUBLIN
Household median gross income,"013 Firhouse-Knocklyon, South Dublin",2016,Euro,"70,480.00",FIRHOUSE-KNOCKLYON,1,SOUTH DUBLIN,DUBLIN
Household median gross income,"014 Firhouse Village, South Dublin",2016,Euro,"63,175.00",FIRHOUSE VILLAGE,1,SOUTH DUBLIN,DUBLIN
Household median gross income,"015 Lucan-Esker, South Dublin",2016,Euro,"64,278.00",LUCAN-ESKER,1,SOUTH DUBLIN,DUBLIN
Household median gross income,"016 Lucan Heights, South Dublin",2016,Euro,"56,903.00",LUCAN HEIGHTS,1,SOUTH DUBLIN,DUBLIN
Household median gross income,"017 Lucan-St. Helen's, South Dublin",2016,Euro,"60,312.00",LUCAN-ST. HELEN'S,1,SOUTH DUBLIN,DUBLIN
Household median gross income,"018 Newcastle, South Dublin",2016,Euro,"57,273.00",NEWCASTLE,1,SOUTH DUBLIN,DUBLIN
Household median gross income,"019 Palmerston Village, South Dublin",2016,Euro,"47,352.00",PALMERSTON VILLAGE,1,SOUTH DUBLIN,DUBLIN
Household median gross income,"020 Palmerston West, South Dublin",2016,Euro,"53,190.00",PALMERSTON WEST,1,SOUTH DUBLIN,DUBLIN
Household median gross income,"021 Rathcoole, South Dublin",2016,Euro,"59,582.00",RATHCOOLE,1,SOUTH DUBLIN,DUBLIN
Household median gross income,"022 Rathfarnham-Ballyroan, South Dublin",2016,Euro,"64,915.00",RATHFARNHAM-BALLYROAN,1,SOUTH DUBLIN,DUBLIN
Household median gross income,"023 Rathfarnham-Butterfield, South Dublin",2016,Euro,"69,760.00",RATHFARNHAM-BUTTERFIELD,1,SOUTH DUBLIN,DUBLIN
Household median gross income,"024 Rathfarnham-Hermitage, South Dublin",2016,Euro,"80,530.00",RATHFARNHAM-HERMITAGE,1,SOUTH DUBLIN,DUBLIN
Household median gross income,"025 Rathfarnham-St. Enda's, South Dublin",2016,Euro,"65,485.00",RATHFARNHAM-ST. ENDA'S,1,SOUTH DUBLIN,DUBLIN
Household median gross income,"026 Rathfarnham Village, South Dublin",2016,Euro,"67,965.00",RATHFARNHAM VILLAGE,1,SOUTH DUBLIN,DUBLIN
Household median gross income,"027 Saggart, South Dublin",2016,Euro,"55,179.00",SAGGART,1,SOUTH DUBLIN,DUBLIN
Household median gross income,"028 Tallaght-Avonbeg, South Dublin",2016,Euro,"36,623.00",TALLAGHT-AVONBEG,1,SOUTH DUBLIN,DUBLIN
Household median gross income,"029 Tallaght-Belgard, South Dublin",2016,Euro,"52,863.00",TALLAGHT-BELGARD,1,SOUTH DUBLIN,DUBLIN
Household median gross income,"030 Tallaght-Fettercairn, South Dublin",2016,Euro,"36,576.00",TALLAGHT-FETTERCAIRN,1,SOUTH DUBLIN,DUBLIN
Household median gross income,"031 Tallaght-Glenview, South Dublin",2016,Euro,"43,622.00",TALLAGHT-GLENVIEW,1,SOUTH DUBLIN,DUBLIN
Household median gross income,"032 Tallaght-Jobstown, South Dublin",2016,Euro,"42,775.00",TALLAGHT-JOBSTOWN,1,SOUTH DUBLIN,DUBLIN
Household median gross income,"033 Tallaght-Killinardan, South Dublin",2016,Euro,"35,993.00",TALLAGHT-KILLINARDAN,1,SOUTH DUBLIN,DUBLIN
Household median gross income,"034 Tallaght-Kilnamanagh, South Dublin",2016,Euro,"54,969.00",TALLAGHT-KILNAMANAGH,1,SOUTH DUBLIN,DUBLIN
Household median gross income,"035 Tallaght-Kiltipper, South Dublin",2016,Euro,"43,495.00",TALLAGHT-KILTIPPER,1,SOUTH DUBLIN,DUBLIN
Household median gross income,"036 Tallaght-Kingswood, South Dublin",2016,Euro,"49,299.00",TALLAGHT-KINGSWOOD,1,SOUTH DUBLIN,DUBLIN
Household median gross income,"037 Tallaght-Millbrook, South Dublin",2016,Euro,"41,703.00",TALLAGHT-MILLBROOK,1,SOUTH DUBLIN,DUBLIN
Household median gross income,"038 Tallaght-Oldbawn, South Dublin",2016,Euro,"48,745.00",TALLAGHT-OLDBAWN,1,SOUTH DUBLIN,DUBLIN
Household median gross income,"039 Tallaght-Springfield, South Dublin",2016,Euro,"42,677.00",TALLAGHT-SPRINGFIELD,1,SOUTH DUBLIN,DUBLIN
Household median gross income,"040 Tallaght-Tymon, South Dublin",2016,Euro,"39,826.00",TALLAGHT-TYMON,1,SOUTH DUBLIN,DUBLIN
Household median gross income,"041 Templeogue-Cypress, South Dublin",2016,Euro,"69,383.00",TEMPLEOGUE-CYPRESS,1,SOUTH DUBLIN,DUBLIN
Household median gross income,"042 Templeogue-Kimmage Manor, South Dublin",2016,Euro,"80,138.00",TEMPLEOGUE-KIMMAGE MANOR,1,SOUTH DUBLIN,DUBLIN
Household median gross income,"043 Templeogue-Limekiln, South Dublin",2016,Euro,"48,073.00",TEMPLEOGUE-LIMEKILN,1,SOUTH DUBLIN,DUBLIN
Household median gross income,"044 Templeogue-Orwell, South Dublin",2016,Euro,"66,991.00",TEMPLEOGUE-ORWELL,1,SOUTH DUBLIN,DUBLIN
Household median gross income,"045 Templeogue-Osprey, South Dublin",2016,Euro,"66,990.00",TEMPLEOGUE-OSPREY,1,SOUTH DUBLIN,DUBLIN
Household median gross income,"046 Templeogue Village, South Dublin",2016,Euro,"75,466.00",TEMPLEOGUE VILLAGE,1,SOUTH DUBLIN,DUBLIN
Household median gross income,"047 Terenure-Cherryfield, South Dublin",2016,Euro,"46,066.00",TERENURE-CHERRYFIELD,1,SOUTH DUBLIN,DUBLIN
Household median gross income,"048 Terenure-Greentrees, South Dublin",2016,Euro,"50,678.00",TERENURE-GREENTREES,1,SOUTH DUBLIN,DUBLIN
Household median gross income,"049 Terenure-St. James, South Dublin",2016,Euro,"38,875.00",TERENURE-ST. JAMES,1,SOUTH DUBLIN,DUBLIN
Household median gross income,"001 Airport, Fingal",2016,Euro,"52,482.00",AIRPORT,1,FINGAL,DUBLIN
Household median gross income,"002 Balbriggan Rural, Fingal",2016,Euro,"45,697.00",BALBRIGGAN RURAL,1,FINGAL,DUBLIN
Household median gross income,"003 Balbriggan Urban, Fingal",2016,Euro,"42,407.00",BALBRIGGAN URBAN,1,FINGAL,DUBLIN
Household median gross income,"004 Baldoyle, Fingal",2016,Euro,"54,984.00",BALDOYLE,1,FINGAL,DUBLIN
Household median gross income,"005 Balgriffin, Fingal",2016,Euro,"80,530.00",BALGRIFFIN,1,FINGAL,DUBLIN
Household median gross income,"006 Ballyboghil, Fingal",2016,Euro,"61,409.00",BALLYBOGHIL,1,FINGAL,DUBLIN
Household median gross income,"007 Balscadden, Fingal",2016,Euro,"58,510.00",BALSCADDEN,1,FINGAL,DUBLIN
Household median gross income,"008 Blanchardstown-Abbotstown, Fingal",2016,Euro,"62,675.00",BLANCHARDSTOWN-ABBOTSTOWN,1,FINGAL,DUBLIN
Household median gross income,"009 Blanchardstown-Blakestown, Fingal",2016,Euro,"58,709.00",BLANCHARDSTOWN-BLAKESTOWN,1,FINGAL,DUBLIN
Household median gross income,"010 Blanchardstown-Coolmine, Fingal",2016,Euro,"45,761.00",BLANCHARDSTOWN-COOLMINE,1,FINGAL,DUBLIN
Household median gross income,"011 Blanchardstown-Corduff, Fingal",2016,Euro,"40,192.00",BLANCHARDSTOWN-CORDUFF,1,FINGAL,DUBLIN
Household median gross income,"012 Blanchardstown-Delwood, Fingal",2016,Euro,"57,708.00",BLANCHARDSTOWN-DELWOOD,1,FINGAL,DUBLIN
Household median gross income,"013 Blanchardstown-Mulhuddart, Fingal",2016,Euro,"42,786.00",BLANCHARDSTOWN-MULHUDDART,1,FINGAL,DUBLIN
Household median gross income,"014 Blanchardstown-Roselawn, Fingal",2016,Euro,"53,133.00",BLANCHARDSTOWN-ROSELAWN,1,FINGAL,DUBLIN
Household median gross income,"015 Blanchardstown-Tyrrelstown, Fingal",2016,Euro,"34,167.00",BLANCHARDSTOWN-TYRRELSTOWN,1,FINGAL,DUBLIN
Household median gross income,"016 Castleknock-Knockmaroon, Fingal",2016,Euro,"79,636.00",CASTLEKNOCK-KNOCKMAROON,1,FINGAL,DUBLIN
Household median gross income,"017 Castleknock-Park, Fingal",2016,Euro,"89,031.00",CASTLEKNOCK-PARK,1,FINGAL,DUBLIN
Household median gross income,"018 Clonmethan, Fingal",2016,Euro,"59,584.00",CLONMETHAN,1,FINGAL,DUBLIN
Household median gross income,"019 Donabate, Fingal",2016,Euro,"65,437.00",DONABATE,1,FINGAL,DUBLIN
Household median gross income,"020 Dubber, Fingal",2016,Euro,"52,108.00",DUBBER,1,FINGAL,DUBLIN
Household median gross income,"021 Garristown, Fingal",2016,Euro,"52,448.00",GARRISTOWN,1,FINGAL,DUBLIN
Household median gross income,"022 Hollywood, Fingal",2016,Euro,"62,735.00",HOLLYWOOD,1,FINGAL,DUBLIN
Household median gross income,"023 Holmpatrick, Fingal",2016,Euro,"62,104.00",HOLMPATRICK,1,FINGAL,DUBLIN
Household median gross income,"024 Howth, Fingal",2016,Euro,"68,442.00",HOWTH,1,FINGAL,DUBLIN
Household median gross income,"025 Kilsallaghan, Fingal",2016,Euro,"55,115.00",KILSALLAGHAN,1,FINGAL,DUBLIN
Household median gross income,"026 Kinsaley, Fingal",2016,Euro,"60,188.00",KINSALEY,1,FINGAL,DUBLIN
Household median gross income,"027 Lucan North, Fingal",2016,Euro,"105,943.00",LUCAN NORTH,1,FINGAL,DUBLIN
Household median gross income,"028 Lusk, Fingal",2016,Euro,"59,784.00",LUSK,1,FINGAL,DUBLIN
Household median gross income,"029 Malahide East, Fingal",2016,Euro,"75,514.00",MALAHIDE EAST,1,FINGAL,DUBLIN
Household median gross income,"030 Malahide West, Fingal",2016,Euro,"77,014.00",MALAHIDE WEST,1,FINGAL,DUBLIN
Household median gross income,"031 Portmarnock North, Fingal",2016,Euro,"69,543.00",PORTMARNOCK NORTH,1,FINGAL,DUBLIN
Household median gross income,"032 Portmarnock South, Fingal",2016,Euro,"64,831.00",PORTMARNOCK SOUTH,1,FINGAL,DUBLIN
Household median gross income,"033 Rush, Fingal",2016,Euro,"54,842.00",RUSH,1,FINGAL,DUBLIN
Household median gross income,"034 Skerries, Fingal",2016,Euro,"57,676.00",SKERRIES,1,FINGAL,DUBLIN
Household median gross income,"035 Sutton, Fingal",2016,Euro,"58,475.00",SUTTON,1,FINGAL,DUBLIN
Household median gross income,"036 Swords-Forrest, Fingal",2016,Euro,"64,455.00",SWORDS-FORREST,1,FINGAL,DUBLIN
Household median gross income,"037 Swords-Glasmore, Fingal",2016,Euro,"57,926.00",SWORDS-GLASMORE,1,FINGAL,DUBLIN
Household median gross income,"038 Swords-Lissenhall, Fingal",2016,Euro,"59,577.00",SWORDS-LISSENHALL,1,FINGAL,DUBLIN
Household median gross income,"039 Swords-Seatown, Fingal",2016,Euro,"72,416.00",SWORDS-SEATOWN,1,FINGAL,DUBLIN
Household median gross income,"040 Swords Village, Fingal",2016,Euro,"50,097.00",SWORDS VILLAGE,1,FINGAL,DUBLIN
Household median gross income,"041 The Ward, Fingal",2016,Euro,"58,226.00",THE WARD,1,FINGAL,DUBLIN
Household median gross income,"042 Turnapin, Fingal",2016,Euro,"60,132.00",TURNAPIN,1,FINGAL,DUBLIN
Household median gross income,"001 Ballinteer-Broadford, Dún Laoghaire-Rathdown",2016,Euro,"57,994.00",BALLINTEER-BROADFORD,1,DUBLIN,DUBLIN
Household median gross income,"002 Ballinteer-Ludford, Dún Laoghaire-Rathdown",2016,Euro,"54,693.00",BALLINTEER-LUDFORD,1,DUBLIN,DUBLIN
Household median gross income,"003 Ballinteer-Marley, Dún Laoghaire-Rathdown",2016,Euro,"69,462.00",BALLINTEER-MARLEY,1,DUBLIN,DUBLIN
Household median gross income,"004 Ballinteer-Meadowbroads, Dún Laoghaire-Rathdown",2016,Euro,"65,210.00",BALLINTEER-MEADOWBROADS,1,DUBLIN,DUBLIN
Household median gross income,"005 Ballinteer-Meadowmount, Dún Laoghaire-Rathdown",2016,Euro,"44,324.00",BALLINTEER-MEADOWMOUNT,1,DUBLIN,DUBLIN
Household median gross income,"006 Ballinteer-Woodpark, Dún Laoghaire-Rathdown",2016,Euro,"72,990.00",BALLINTEER-WOODPARK,1,DUBLIN,DUBLIN
Household median gross income,"007 Ballybrack, Dún Laoghaire-Rathdown",2016,Euro,"58,667.00",BALLYBRACK,1,DUBLIN,DUBLIN
Household median gross income,"008 Blackrock-Booterstown, Dún Laoghaire-Rathdown",2016,Euro,"76,600.00",BLACKROCK-BOOTERSTOWN,1,DUBLIN,DUBLIN
Household median gross income,"009 Blackrock-Carysfort, Dún Laoghaire-Rathdown",2016,Euro,"80,185.00",BLACKROCK-CARYSFORT,1,DUBLIN,DUBLIN
Household median gross income,"010 Blackrock-Central, Dún Laoghaire-Rathdown",2016,Euro,"86,896.00",BLACKROCK-CENTRAL,1,DUBLIN,DUBLIN
Household median gross income,"011 Blackrock-Glenomena, Dún Laoghaire-Rathdown",2016,Euro,"82,452.00",BLACKROCK-GLENOMENA,1,DUBLIN,DUBLIN
Household median gross income,"012 Blackrock-Monkstown, Dún Laoghaire-Rathdown",2016,Euro,"66,619.00",BLACKROCK-MONKSTOWN,1,DUBLIN,DUBLIN
Household median gross income,"013 Blackrock-Newpark, Dún Laoghaire-Rathdown",2016,Euro,"66,930.00",BLACKROCK-NEWPARK,1,DUBLIN,DUBLIN
Household median gross income,"014 Blackrock-Seapoint, Dún Laoghaire-Rathdown",2016,Euro,"85,947.00",BLACKROCK-SEAPOINT,1,DUBLIN,DUBLIN
Household median gross income,"015 Blackrock-Stradbrook, Dún Laoghaire-Rathdown",2016,Euro,"60,325.00",BLACKROCK-STRADBROOK,1,DUBLIN,DUBLIN
Household median gross income,"016 Blackrock-Templehill, Dún Laoghaire-Rathdown",2016,Euro,"63,300.00",BLACKROCK-TEMPLEHILL,1,DUBLIN,DUBLIN
Household median gross income,"017 Blackrock-Williamstown, Dún Laoghaire-Rathdown",2016,Euro,"78,239.00",BLACKROCK-WILLIAMSTOWN,1,DUBLIN,DUBLIN
Household median gross income,"018 Cabinteely-Granitefield, Dún Laoghaire-Rathdown",2016,Euro,"57,737.00",CABINTEELY-GRANITEFIELD,1,DUBLIN,DUBLIN
Household median gross income,"019 Cabinteely-Kilbogget, Dún Laoghaire-Rathdown",2016,Euro,"52,911.00",CABINTEELY-KILBOGGET,1,DUBLIN,DUBLIN
Household median gross income,"020 Cabinteely-Loughlinstown, Dún Laoghaire-Rathdown",2016,Euro,"66,509.00",CABINTEELY-LOUGHLINSTOWN,1,DUBLIN,DUBLIN
Household median gross income,"021 Cabinteely-Pottery, Dún Laoghaire-Rathdown",2016,Euro,"62,133.00",CABINTEELY-POTTERY,1,DUBLIN,DUBLIN
Household median gross income,"022 Churchtown-Castle, Dún Laoghaire-Rathdown",2016,Euro,"56,114.00",CHURCHTOWN-CASTLE,1,DUBLIN,DUBLIN
Household median gross income,"023 Churchtown-Landscape, Dún Laoghaire-Rathdown",2016,Euro,"87,584.00",CHURCHTOWN-LANDSCAPE,1,DUBLIN,DUBLIN
Household median gross income,"024 Churchtown-Nutgrove, Dún Laoghaire-Rathdown",2016,Euro,"47,686.00",CHURCHTOWN-NUTGROVE,1,DUBLIN,DUBLIN
Household median gross income,"025 Churchtown-Orwell, Dún Laoghaire-Rathdown",2016,Euro,"74,226.00",CHURCHTOWN-ORWELL,1,DUBLIN,DUBLIN
Household median gross income,"026 Churchtown-Woodlawn, Dún Laoghaire-Rathdown",2016,Euro,"80,628.00",CHURCHTOWN-WOODLAWN,1,DUBLIN,DUBLIN
Household median gross income,"027 Clonskeagh-Belfield, Dún Laoghaire-Rathdown",2016,Euro,"31,307.00",CLONSKEAGH-BELFIELD,1,DUBLIN,DUBLIN
Household median gross income,"028 Clonskeagh-Farranboley, Dún Laoghaire-Rathdown",2016,Euro,"45,294.00",CLONSKEAGH-FARRANBOLEY,1,DUBLIN,DUBLIN
Household median gross income,"029 Clonskeagh-Milltown, Dún Laoghaire-Rathdown",2016,Euro,"91,199.00",CLONSKEAGH-MILLTOWN,1,DUBLIN,DUBLIN
Household median gross income,"030 Clonskeagh-Roebuck, Dún Laoghaire-Rathdown",2016,Euro,"76,324.00",CLONSKEAGH-ROEBUCK,1,DUBLIN,DUBLIN
Household median gross income,"031 Clonskeagh-Windy Arbour, Dún Laoghaire-Rathdown",2016,Euro,"62,834.00",CLONSKEAGH-WINDY ARBOUR,1,DUBLIN,DUBLIN
Household median gross income,"032 Dalkey-Avondale, Dún Laoghaire-Rathdown",2016,Euro,"67,852.00",DALKEY-AVONDALE,1,DUBLIN,DUBLIN
Household median gross income,"033 Dalkey-Bullock, Dún Laoghaire-Rathdown",2016,Euro,"63,590.00",DALKEY-BULLOCK,1,DUBLIN,DUBLIN
Household median gross income,"034 Dalkey-Coliemore, Dún Laoghaire-Rathdown",2016,Euro,"50,093.00",DALKEY-COLIEMORE,1,DUBLIN,DUBLIN
Household median gross income,"035 Dalkey Hill, Dún Laoghaire-Rathdown",2016,Euro,"55,983.00",DALKEY HILL,1,DUBLIN,DUBLIN
Household median gross income,"036 Dalkey Upper, Dún Laoghaire-Rathdown",2016,Euro,"78,722.00",DALKEY UPPER,1,DUBLIN,DUBLIN
Household median gross income,"037 Dundrum-Balally, Dún Laoghaire-Rathdown",2016,Euro,"65,628.00",DUNDRUM-BALALLY,1,DUBLIN,DUBLIN
Household median gross income,"038 Dundrum-Kilmacud, Dún Laoghaire-Rathdown",2016,Euro,"82,715.00",DUNDRUM-KILMACUD,1,DUBLIN,DUBLIN
Household median gross income,"039 Dundrum-Sandyford, Dún Laoghaire-Rathdown",2016,Euro,"70,871.00",DUNDRUM-SANDYFORD,1,DUBLIN,DUBLIN
Household median gross income,"040 Dundrum-Sweetmount, Dún Laoghaire-Rathdown",2016,Euro,"65,673.00",DUNDRUM-SWEETMOUNT,1,DUBLIN,DUBLIN
Household median gross income,"041 Dundrum-Taney, Dún Laoghaire-Rathdown",2016,Euro,"62,406.00",DUNDRUM-TANEY,1,DUBLIN,DUBLIN
Household median gross income,"042 Dún Laoghaire-East Central, Dún Laoghaire-Rathdown",2016,Euro,"49,887.00",DÚN LAOGHAIRE-EAST CENTRAL,1,DUBLIN,DUBLIN
Household median gross income,"043 Dún Laoghaire-Glasthule, Dún Laoghaire-Rathdown",2016,Euro,"54,756.00",DÚN LAOGHAIRE-GLASTHULE,1,DUBLIN,DUBLIN
Household median gross income,"044 Dún Laoghaire-Glenageary, Dún Laoghaire-Rathdown",2016,Euro,"65,310.00",DÚN LAOGHAIRE-GLENAGEARY,1,DUBLIN,DUBLIN
Household median gross income,"045 Dún Laoghaire-Monkstown Farm, Dún Laoghaire-Rathdown",2016,Euro,"49,339.00",DÚN LAOGHAIRE-MONKSTOWN FARM,1,DUBLIN,DUBLIN
Household median gross income,"046 Dún Laoghaire-Mount Town, Dún Laoghaire-Rathdown",2016,Euro,"42,290.00",DÚN LAOGHAIRE-MOUNT TOWN,1,DUBLIN,DUBLIN
Household median gross income,"047 Dún Laoghaire-Sallynoggin East, Dún Laoghaire-Rathdown",2016,Euro,"53,416.00",DÚN LAOGHAIRE-SALLYNOGGIN EAST,1,DUBLIN,DUBLIN
Household median gross income,"048 Dún Laoghaire-Sallynoggin South, Dún Laoghaire-Rathdown",2016,Euro,"45,078.00",DÚN LAOGHAIRE-SALLYNOGGIN SOUTH,1,DUBLIN,DUBLIN
Household median gross income,"049 Dún Laoghaire-Sallynoggin West, Dún Laoghaire-Rathdown",2016,Euro,"49,502.00",DÚN LAOGHAIRE-SALLYNOGGIN WEST,1,DUBLIN,DUBLIN
Household median gross income,"050 Dún Laoghaire-Sandycove, Dún Laoghaire-Rathdown",2016,Euro,"64,242.00",DÚN LAOGHAIRE-SANDYCOVE,1,DUBLIN,DUBLIN
Household median gross income,"051 Dún Laoghaire-Salthill, Dún Laoghaire-Rathdown",2016,Euro,"60,196.00",DÚN LAOGHAIRE-SALTHILL,1,DUBLIN,DUBLIN
Household median gross income,"052 Dún Laoghaire-West Central, Dún Laoghaire-Rathdown",2016,Euro,"50,770.00",DÚN LAOGHAIRE-WEST CENTRAL,1,DUBLIN,DUBLIN
Household median gross income,"053 Foxrock-Beechpark, Dún Laoghaire-Rathdown",2016,Euro,"76,640.00",FOXROCK-BEECHPARK,1,DUBLIN,DUBLIN
Household median gross income,"054 Foxrock-Carrickmines, Dún Laoghaire-Rathdown",2016,Euro,"90,080.00",FOXROCK-CARRICKMINES,1,DUBLIN,DUBLIN
Household median gross income,"055 Foxrock-Deans Grange, Dún Laoghaire-Rathdown",2016,Euro,"77,742.00",FOXROCK-DEANS GRANGE,1,DUBLIN,DUBLIN
Household median gross income,"056 Foxrock-Torquay, Dún Laoghaire-Rathdown",2016,Euro,"92,189.00",FOXROCK-TORQUAY,1,DUBLIN,DUBLIN
Household median gross income,"057 Glencullen, Dún Laoghaire-Rathdown",2016,Euro,"74,418.00",GLENCULLEN,1,DUBLIN,DUBLIN
Household median gross income,"058 Killiney North, Dún Laoghaire-Rathdown",2016,Euro,"78,048.00",KILLINEY NORTH,1,DUBLIN,DUBLIN
Household median gross income,"059 Killiney South, Dún Laoghaire-Rathdown",2016,Euro,"48,665.00",KILLINEY SOUTH,1,DUBLIN,DUBLIN
Household median gross income,"060 Shankill-Rathmichael, Dún Laoghaire-Rathdown",2016,Euro,"60,059.00",SHANKILL-RATHMICHAEL,1,DUBLIN,DUBLIN
Household median gross income,"061 Shankill-Rathsallagh, Dún Laoghaire-Rathdown",2016,Euro,"48,313.00",SHANKILL-RATHSALLAGH,1,DUBLIN,DUBLIN
Household median gross income,"062 Shankill-Shanganagh, Dún Laoghaire-Rathdown",2016,Euro,"64,827.00",SHANKILL-SHANGANAGH,1,DUBLIN,DUBLIN
